date,transaction_id,user_id,sku,product_name,size,color,amount,region
2024-10-22,TXN00002465,USER001806,LM-KIT-009,PMS Comfort Kit,200ml,Eucalyptus Fresh,65,EU
2024-10-22,TXN00002469,USER001809,LM-JRN-011,Movement Journal,50ml,Citrus Energy,24,EU
2024-10-22,TXN00002611,USER001908,LM-MST-005,Cooling Mist Spray,Travel Size,Citrus Energy,26,NA
2024-10-22,TXN00002624,USER001917,LM-MST-005,Cooling Mist Spray,Travel Size,Rose Comfort,26,NA
2024-10-22,TXN00002628,USER001920,LM-SOK-006,Muscle Soak Salts,200ml,Rose Comfort,32,EU
2024-10-22,TXN00002653,USER001937,LM-CLO-003,Cleansing Body Cloths,Travel Size,Unscented,18,EU
2024-10-22,TXN00002860,USER002070,LM-OIL-008,Warming Body Oil,200ml,Eucalyptus Fresh,48,EU
2024-10-22,TXN00002962,USER002141,LM-CAN-010,Ritual Grounding Candle,200ml,Lavender Calm,38,NA
2024-10-22,TXN00003055,USER002212,LM-ROL-012,Aromatherapy Roller,Travel Size,Eucalyptus Fresh,22,EU
2024-10-22,TXN00003128,USER002264,LM-JRN-011,Movement Journal,50ml,Eucalyptus Fresh,24,EU
2024-10-22,TXN00003131,USER002266,LM-SPF-002,SPF 50 Face Stick,Travel Size,Unscented,28,NA
2024-10-22,TXN00003278,USER002367,LM-SOK-006,Muscle Soak Salts,100ml,Lavender Calm,32,NA
2024-10-23,TXN00000116,USER000086,LM-MAG-004,Magnesium Recovery Balm,100ml,Citrus Energy,42,NA
2024-10-23,TXN00000486,USER000363,LM-ROL-012,Aromatherapy Roller,Travel Size,Citrus Energy,22,NA
2024-10-23,TXN00000611,USER000451,LM-WSH-007,Adaptogen Body Wash,200ml,Unscented,36,NA
2024-10-23,TXN00000690,USER000507,LM-DEO-001,Clean Deodorant Stick,Standard,Unscented,24,EU
2024-10-23,TXN00000801,USER000584,LM-ROL-012,Aromatherapy Roller,50ml,Eucalyptus Fresh,22,EU
2024-10-23,TXN00000844,USER000614,LM-MAG-004,Magnesium Recovery Balm,Standard,Rose Comfort,42,NA
2024-10-23,TXN00001160,USER000847,LM-CLO-003,Cleansing Body Cloths,50ml,Eucalyptus Fresh,18,NA
2024-10-23,TXN00001227,USER000897,LM-CAN-010,Ritual Grounding Candle,50ml,Unscented,38,NA
2024-10-23,TXN00001337,USER000978,LM-OIL-008,Warming Body Oil,Standard,Citrus Energy,48,EU
2024-10-23,TXN00001366,USER001001,LM-CLO-003,Cleansing Body Cloths,200ml,Unscented,18,EU
2024-10-23,TXN00001581,USER001151,LM-CLO-003,Cleansing Body Cloths,Standard,Rose Comfort,18,NA
2024-10-23,TXN00001689,USER001233,LM-WSH-007,Adaptogen Body Wash,100ml,Lavender Calm,36,EU
2024-10-23,TXN00001798,USER001318,LM-MST-005,Cooling Mist Spray,Travel Size,Rose Comfort,26,EU
2024-10-23,TXN00001845,USER001354,LM-KIT-009,PMS Comfort Kit,100ml,Unscented,65,NA
2024-10-23,TXN00001846,USER001355,LM-MAG-004,Magnesium Recovery Balm,Travel Size,Citrus Energy,42,EU
2024-10-23,TXN00002076,USER001517,LM-JRN-011,Movement Journal,100ml,Rose Comfort,24,EU
2024-10-23,TXN00002129,USER001556,LM-OIL-008,Warming Body Oil,200ml,Unscented,48,NA
2024-10-23,TXN00002297,USER001684,LM-CLO-003,Cleansing Body Cloths,200ml,Rose Comfort,18,NA
2024-10-23,TXN00002350,USER001725,LM-MAG-004,Magnesium Recovery Balm,50ml,Citrus Energy,42,NA
2024-10-23,TXN00002353,USER001727,LM-SOK-006,Muscle Soak Salts,Travel Size,Lavender Calm,32,NA
2024-10-23,TXN00002691,USER001962,LM-OIL-008,Warming Body Oil,100ml,Eucalyptus Fresh,48,NA
2024-10-23,TXN00002706,USER001974,LM-DEO-001,Clean Deodorant Stick,Travel Size,Lavender Calm,24,NA
2024-10-23,TXN00002867,USER002074,LM-CAN-010,Ritual Grounding Candle,50ml,Unscented,38,NA
2024-10-23,TXN00003216,USER002321,LM-KIT-009,PMS Comfort Kit,Standard,Citrus Energy,65,NA
2024-10-23,TXN00003300,USER002379,LM-CLO-003,Cleansing Body Cloths,100ml,Unscented,18,NA
2024-10-23,TXN00003427,USER002478,LM-OIL-008,Warming Body Oil,Travel Size,Lavender Calm,48,EU
2024-10-24,TXN00000090,USER000066,LM-SOK-006,Muscle Soak Salts,100ml,Eucalyptus Fresh,32,EU
2024-10-24,TXN00000279,USER000211,LM-SOK-006,Muscle Soak Salts,Travel Size,Unscented,32,NA
2024-10-24,TXN00000286,USER000217,LM-CAN-010,Ritual Grounding Candle,100ml,Unscented,38,NA
2024-10-24,TXN00000613,USER000452,LM-SOK-006,Muscle Soak Salts,50ml,Lavender Calm,32,EU
2024-10-24,TXN00000676,USER000498,LM-SOK-006,Muscle Soak Salts,Standard,Eucalyptus Fresh,32,NA
2024-10-24,TXN00000697,USER000511,LM-SOK-006,Muscle Soak Salts,200ml,Citrus Energy,32,EU
2024-10-24,TXN00000891,USER000648,LM-ROL-012,Aromatherapy Roller,Travel Size,Lavender Calm,22,EU
2024-10-24,TXN00001012,USER000741,LM-DEO-001,Clean Deodorant Stick,100ml,Citrus Energy,24,NA
2024-10-24,TXN00001156,USER000843,LM-DEO-001,Clean Deodorant Stick,Travel Size,Lavender Calm,24,NA
2024-10-24,TXN00001326,USER000970,LM-ROL-012,Aromatherapy Roller,200ml,Eucalyptus Fresh,22,NA
2024-10-24,TXN00001424,USER001041,LM-CLO-003,Cleansing Body Cloths,100ml,Citrus Energy,18,NA
2024-10-24,TXN00001923,USER001409,LM-DEO-001,Clean Deodorant Stick,50ml,Citrus Energy,24,NA
2024-10-24,TXN00002109,USER001543,LM-WSH-007,Adaptogen Body Wash,Standard,Rose Comfort,36,EU
2024-10-24,TXN00002116,USER001548,LM-OIL-008,Warming Body Oil,50ml,Citrus Energy,48,NA
2024-10-24,TXN00002136,USER001559,LM-ROL-012,Aromatherapy Roller,Travel Size,Citrus Energy,22,NA
2024-10-24,TXN00002392,USER001755,LM-ROL-012,Aromatherapy Roller,Travel Size,Eucalyptus Fresh,22,EU
2024-10-24,TXN00002438,USER001785,LM-WSH-007,Adaptogen Body Wash,Standard,Lavender Calm,36,EU
2024-10-24,TXN00002441,USER001787,LM-JRN-011,Movement Journal,Travel Size,Rose Comfort,24,EU
2024-10-24,TXN00002449,USER001794,LM-SOK-006,Muscle Soak Salts,Standard,Lavender Calm,32,NA
2024-10-24,TXN00002553,USER001863,LM-OIL-008,Warming Body Oil,Travel Size,Rose Comfort,48,EU
2024-10-24,TXN00002809,USER002038,LM-KIT-009,PMS Comfort Kit,Standard,Citrus Energy,65,EU
2024-10-24,TXN00002872,USER002078,LM-ROL-012,Aromatherapy Roller,50ml,Rose Comfort,22,NA
2024-10-24,TXN00003051,USER002209,LM-CAN-010,Ritual Grounding Candle,200ml,Citrus Energy,38,EU
2024-10-24,TXN00003392,USER002450,LM-ROL-012,Aromatherapy Roller,Standard,Rose Comfort,22,NA
2024-10-25,TXN00000053,USER000036,LM-WSH-007,Adaptogen Body Wash,50ml,Citrus Energy,36,NA
2024-10-25,TXN00000141,USER000107,LM-DEO-001,Clean Deodorant Stick,50ml,Unscented,24,EU
2024-10-25,TXN00000175,USER000132,LM-SPF-002,SPF 50 Face Stick,50ml,Citrus Energy,28,EU
2024-10-25,TXN00000588,USER000436,LM-SPF-002,SPF 50 Face Stick,Standard,Lavender Calm,28,NA
2024-10-25,TXN00000758,USER000553,LM-MAG-004,Magnesium Recovery Balm,100ml,Lavender Calm,42,EU
2024-10-25,TXN00000825,USER000599,LM-SOK-006,Muscle Soak Salts,100ml,Citrus Energy,32,EU
2024-10-25,TXN00000870,USER000633,LM-MAG-004,Magnesium Recovery Balm,200ml,Rose Comfort,42,NA
2024-10-25,TXN00001011,USER000740,LM-OIL-008,Warming Body Oil,50ml,Eucalyptus Fresh,48,EU
2024-10-25,TXN00001255,USER000919,LM-SPF-002,SPF 50 Face Stick,200ml,Rose Comfort,28,NA
2024-10-25,TXN00001725,USER001263,LM-MAG-004,Magnesium Recovery Balm,Travel Size,Rose Comfort,42,EU
2024-10-25,TXN00001735,USER001272,LM-WSH-007,Adaptogen Body Wash,Travel Size,Eucalyptus Fresh,36,EU
2024-10-25,TXN00001922,USER001408,LM-SPF-002,SPF 50 Face Stick,200ml,Citrus Energy,28,NA
2024-10-25,TXN00001985,USER001449,LM-MAG-004,Magnesium Recovery Balm,Travel Size,Citrus Energy,42,NA
2024-10-25,TXN00001987,USER001451,LM-SOK-006,Muscle Soak Salts,50ml,Citrus Energy,32,EU
2024-10-25,TXN00002122,USER001553,LM-WSH-007,Adaptogen Body Wash,200ml,Unscented,36,EU
2024-10-25,TXN00002123,USER001554,LM-MST-005,Cooling Mist Spray,100ml,Rose Comfort,26,NA
2024-10-25,TXN00002308,USER001694,LM-WSH-007,Adaptogen Body Wash,Standard,Eucalyptus Fresh,36,NA
2024-10-25,TXN00002355,USER001729,LM-SPF-002,SPF 50 Face Stick,200ml,Citrus Energy,28,EU
2024-10-25,TXN00002492,USER001823,LM-SPF-002,SPF 50 Face Stick,Standard,Citrus Energy,28,NA
2024-10-25,TXN00002562,USER001868,LM-ROL-012,Aromatherapy Roller,Standard,Citrus Energy,22,EU
2024-10-25,TXN00002704,USER001973,LM-MAG-004,Magnesium Recovery Balm,100ml,Eucalyptus Fresh,42,EU
2024-10-25,TXN00002765,USER002012,LM-SOK-006,Muscle Soak Salts,50ml,Lavender Calm,32,NA
2024-10-25,TXN00002786,USER002024,LM-MAG-004,Magnesium Recovery Balm,Standard,Citrus Energy,42,EU
2024-10-25,TXN00002847,USER002062,LM-CLO-003,Cleansing Body Cloths,200ml,Eucalyptus Fresh,18,NA
2024-10-26,TXN00000016,USER000010,LM-OIL-008,Warming Body Oil,200ml,Lavender Calm,48,NA
2024-10-26,TXN00000195,USER000147,LM-KIT-009,PMS Comfort Kit,50ml,Eucalyptus Fresh,65,EU
2024-10-26,TXN00000252,USER000191,LM-KIT-009,PMS Comfort Kit,Travel Size,Rose Comfort,65,NA
2024-10-26,TXN00000283,USER000215,LM-ROL-012,Aromatherapy Roller,50ml,Citrus Energy,22,EU
2024-10-26,TXN00000422,USER000314,LM-CLO-003,Cleansing Body Cloths,Travel Size,Citrus Energy,18,EU
2024-10-26,TXN00000576,USER000430,LM-WSH-007,Adaptogen Body Wash,200ml,Lavender Calm,36,EU
2024-10-26,TXN00000847,USER000616,LM-JRN-011,Movement Journal,Standard,Citrus Energy,24,EU
2024-10-26,TXN00001137,USER000831,LM-ROL-012,Aromatherapy Roller,Standard,Eucalyptus Fresh,22,NA
2024-10-26,TXN00001202,USER000878,LM-DEO-001,Clean Deodorant Stick,100ml,Lavender Calm,24,EU
2024-10-26,TXN00001239,USER000907,LM-CAN-010,Ritual Grounding Candle,Standard,Lavender Calm,38,EU
2024-10-26,TXN00001400,USER001025,LM-JRN-011,Movement Journal,Travel Size,Lavender Calm,24,EU
2024-10-26,TXN00001428,USER001044,LM-SPF-002,SPF 50 Face Stick,Standard,Lavender Calm,28,NA
2024-10-26,TXN00001439,USER001052,LM-WSH-007,Adaptogen Body Wash,50ml,Citrus Energy,36,NA
2024-10-26,TXN00001552,USER001131,LM-MST-005,Cooling Mist Spray,200ml,Rose Comfort,26,EU
2024-10-26,TXN00001871,USER001371,LM-OIL-008,Warming Body Oil,Standard,Unscented,48,NA
2024-10-26,TXN00001897,USER001390,LM-DEO-001,Clean Deodorant Stick,Standard,Rose Comfort,24,NA
2024-10-26,TXN00001971,USER001438,LM-JRN-011,Movement Journal,Standard,Eucalyptus Fresh,24,EU
2024-10-26,TXN00002056,USER001503,LM-MST-005,Cooling Mist Spray,Travel Size,Eucalyptus Fresh,26,EU
2024-10-26,TXN00002070,USER001514,LM-OIL-008,Warming Body Oil,50ml,Rose Comfort,48,EU
2024-10-26,TXN00002127,USER001555,LM-KIT-009,PMS Comfort Kit,200ml,Rose Comfort,65,NA
2024-10-26,TXN00002223,USER001625,LM-SPF-002,SPF 50 Face Stick,Travel Size,Eucalyptus Fresh,28,NA
2024-10-26,TXN00002643,USER001930,LM-MAG-004,Magnesium Recovery Balm,Standard,Rose Comfort,42,NA
2024-10-26,TXN00002692,USER001963,LM-CAN-010,Ritual Grounding Candle,Standard,Unscented,38,EU
2024-10-26,TXN00002863,USER002072,LM-JRN-011,Movement Journal,100ml,Citrus Energy,24,NA
2024-10-26,TXN00003069,USER002222,LM-OIL-008,Warming Body Oil,Standard,Rose Comfort,48,EU
2024-10-26,TXN00003295,USER002376,LM-WSH-007,Adaptogen Body Wash,200ml,Unscented,36,NA
2024-10-26,TXN00003338,USER002410,LM-DEO-001,Clean Deodorant Stick,200ml,Lavender Calm,24,NA
2024-10-26,TXN00003361,USER002427,LM-DEO-001,Clean Deodorant Stick,Standard,Unscented,24,NA
2024-10-26,TXN00003416,USER002470,LM-JRN-011,Movement Journal,100ml,Unscented,24,NA
2024-10-26,TXN00003455,USER002499,LM-MAG-004,Magnesium Recovery Balm,Travel Size,Unscented,42,NA
2024-10-27,TXN00000289,USER000218,LM-CLO-003,Cleansing Body Cloths,Standard,Rose Comfort,18,NA
2024-10-27,TXN00000311,USER000234,LM-CLO-003,Cleansing Body Cloths,Standard,Citrus Energy,18,NA
2024-10-27,TXN00000524,USER000392,LM-ROL-012,Aromatherapy Roller,Standard,Unscented,22,EU
2024-10-27,TXN00000605,USER000446,LM-DEO-001,Clean Deodorant Stick,200ml,Lavender Calm,24,EU
2024-10-27,TXN00000645,USER000472,LM-SOK-006,Muscle Soak Salts,Standard,Rose Comfort,32,EU
2024-10-27,TXN00000790,USER000578,LM-WSH-007,Adaptogen Body Wash,200ml,Rose Comfort,36,NA
2024-10-27,TXN00000938,USER000682,LM-DEO-001,Clean Deodorant Stick,100ml,Eucalyptus Fresh,24,EU
2024-10-27,TXN00001032,USER000755,LM-CAN-010,Ritual Grounding Candle,Travel Size,Lavender Calm,38,EU
2024-10-27,TXN00001046,USER000765,LM-ROL-012,Aromatherapy Roller,50ml,Unscented,22,EU
2024-10-27,TXN00001062,USER000777,LM-SOK-006,Muscle Soak Salts,Travel Size,Eucalyptus Fresh,32,EU
2024-10-27,TXN00001103,USER000806,LM-SOK-006,Muscle Soak Salts,Standard,Lavender Calm,32,NA
2024-10-27,TXN00001344,USER000984,LM-WSH-007,Adaptogen Body Wash,200ml,Unscented,36,EU
2024-10-27,TXN00001543,USER001125,LM-ROL-012,Aromatherapy Roller,Travel Size,Lavender Calm,22,NA
2024-10-27,TXN00001911,USER001400,LM-ROL-012,Aromatherapy Roller,Standard,Rose Comfort,22,EU
2024-10-27,TXN00001939,USER001419,LM-MST-005,Cooling Mist Spray,Travel Size,Eucalyptus Fresh,26,NA
2024-10-27,TXN00001972,USER001439,LM-ROL-012,Aromatherapy Roller,100ml,Rose Comfort,22,NA
2024-10-27,TXN00002037,USER001488,LM-KIT-009,PMS Comfort Kit,Standard,Eucalyptus Fresh,65,EU
2024-10-27,TXN00002072,USER001515,LM-SPF-002,SPF 50 Face Stick,200ml,Lavender Calm,28,EU
2024-10-27,TXN00002134,USER001559,LM-CAN-010,Ritual Grounding Candle,200ml,Rose Comfort,38,NA
2024-10-27,TXN00002212,USER001618,LM-ROL-012,Aromatherapy Roller,200ml,Eucalyptus Fresh,22,EU
2024-10-27,TXN00002306,USER001692,LM-SPF-002,SPF 50 Face Stick,Standard,Rose Comfort,28,EU
2024-10-27,TXN00002519,USER001842,LM-ROL-012,Aromatherapy Roller,Travel Size,Lavender Calm,22,EU
2024-10-27,TXN00002753,USER002003,LM-SOK-006,Muscle Soak Salts,Travel Size,Eucalyptus Fresh,32,EU
2024-10-27,TXN00002790,USER002027,LM-MAG-004,Magnesium Recovery Balm,Standard,Eucalyptus Fresh,42,EU
2024-10-27,TXN00003001,USER002172,LM-MST-005,Cooling Mist Spray,Travel Size,Lavender Calm,26,EU
2024-10-27,TXN00003202,USER002313,LM-CAN-010,Ritual Grounding Candle,Standard,Lavender Calm,38,NA
2024-10-28,TXN00000026,USER000015,LM-DEO-001,Clean Deodorant Stick,200ml,Eucalyptus Fresh,24,EU
2024-10-28,TXN00000117,USER000087,LM-ROL-012,Aromatherapy Roller,Standard,Lavender Calm,22,EU
2024-10-28,TXN00000246,USER000185,LM-KIT-009,PMS Comfort Kit,200ml,Eucalyptus Fresh,65,NA
2024-10-28,TXN00000417,USER000310,LM-OIL-008,Warming Body Oil,Travel Size,Unscented,48,EU
2024-10-28,TXN00000571,USER000426,LM-CLO-003,Cleansing Body Cloths,200ml,Rose Comfort,18,NA
2024-10-28,TXN00000586,USER000435,LM-MAG-004,Magnesium Recovery Balm,100ml,Eucalyptus Fresh,42,EU
2024-10-28,TXN00000771,USER000562,LM-KIT-009,PMS Comfort Kit,Standard,Rose Comfort,65,NA
2024-10-28,TXN00000927,USER000673,LM-WSH-007,Adaptogen Body Wash,Travel Size,Eucalyptus Fresh,36,EU
2024-10-28,TXN00000991,USER000724,LM-WSH-007,Adaptogen Body Wash,Standard,Unscented,36,EU
2024-10-28,TXN00001042,USER000762,LM-WSH-007,Adaptogen Body Wash,100ml,Rose Comfort,36,NA
2024-10-28,TXN00001165,USER000851,LM-OIL-008,Warming Body Oil,100ml,Lavender Calm,48,EU
2024-10-28,TXN00001240,USER000908,LM-CAN-010,Ritual Grounding Candle,200ml,Lavender Calm,38,EU
2024-10-28,TXN00001371,USER001004,LM-JRN-011,Movement Journal,200ml,Lavender Calm,24,NA
2024-10-28,TXN00001405,USER001028,LM-SPF-002,SPF 50 Face Stick,200ml,Rose Comfort,28,NA
2024-10-28,TXN00001708,USER001248,LM-DEO-001,Clean Deodorant Stick,Travel Size,Eucalyptus Fresh,24,NA
2024-10-28,TXN00001746,USER001280,LM-KIT-009,PMS Comfort Kit,100ml,Lavender Calm,65,NA
2024-10-28,TXN00001786,USER001309,LM-WSH-007,Adaptogen Body Wash,Standard,Rose Comfort,36,NA
2024-10-28,TXN00001847,USER001356,LM-MST-005,Cooling Mist Spray,100ml,Lavender Calm,26,NA
2024-10-28,TXN00001929,USER001413,LM-MAG-004,Magnesium Recovery Balm,200ml,Citrus Energy,42,NA
2024-10-28,TXN00001975,USER001441,LM-ROL-012,Aromatherapy Roller,100ml,Unscented,22,EU
2024-10-28,TXN00002044,USER001494,LM-MAG-004,Magnesium Recovery Balm,50ml,Lavender Calm,42,NA
2024-10-28,TXN00002164,USER001581,LM-CAN-010,Ritual Grounding Candle,Travel Size,Rose Comfort,38,NA
2024-10-28,TXN00002260,USER001652,LM-DEO-001,Clean Deodorant Stick,Travel Size,Lavender Calm,24,EU
2024-10-28,TXN00002725,USER001985,LM-ROL-012,Aromatherapy Roller,200ml,Lavender Calm,22,EU
2024-10-28,TXN00003147,USER002275,LM-MST-005,Cooling Mist Spray,Standard,Unscented,26,NA
2024-10-28,TXN00003343,USER002413,LM-SPF-002,SPF 50 Face Stick,Travel Size,Citrus Energy,28,NA
2024-10-29,TXN00000106,USER000079,LM-KIT-009,PMS Comfort Kit,200ml,Citrus Energy,65,EU
2024-10-29,TXN00000135,USER000103,LM-OIL-008,Warming Body Oil,200ml,Lavender Calm,48,EU
2024-10-29,TXN00000225,USER000168,LM-KIT-009,PMS Comfort Kit,Standard,Lavender Calm,65,NA
2024-10-29,TXN00000327,USER000245,LM-JRN-011,Movement Journal,50ml,Citrus Energy,24,EU
2024-10-29,TXN00000392,USER000292,LM-WSH-007,Adaptogen Body Wash,100ml,Rose Comfort,36,NA
2024-10-29,TXN00000473,USER000354,LM-SOK-006,Muscle Soak Salts,100ml,Rose Comfort,32,NA
2024-10-29,TXN00000587,USER000435,LM-DEO-001,Clean Deodorant Stick,50ml,Unscented,24,EU
2024-10-29,TXN00000840,USER000611,LM-WSH-007,Adaptogen Body Wash,100ml,Unscented,36,NA
2024-10-29,TXN00000848,USER000617,LM-JRN-011,Movement Journal,50ml,Lavender Calm,24,EU
2024-10-29,TXN00000958,USER000699,LM-JRN-011,Movement Journal,Standard,Rose Comfort,24,EU
2024-10-29,TXN00001039,USER000760,LM-DEO-001,Clean Deodorant Stick,Standard,Unscented,24,NA
2024-10-29,TXN00001054,USER000771,LM-JRN-011,Movement Journal,100ml,Citrus Energy,24,EU
2024-10-29,TXN00001195,USER000873,LM-SPF-002,SPF 50 Face Stick,50ml,Rose Comfort,28,EU
2024-10-29,TXN00001225,USER000895,LM-ROL-012,Aromatherapy Roller,Travel Size,Citrus Energy,22,NA
2024-10-29,TXN00001363,USER000998,LM-SPF-002,SPF 50 Face Stick,Standard,Rose Comfort,28,EU
2024-10-29,TXN00001529,USER001114,LM-SOK-006,Muscle Soak Salts,200ml,Lavender Calm,32,NA
2024-10-29,TXN00001574,USER001146,LM-JRN-011,Movement Journal,200ml,Rose Comfort,24,EU
2024-10-29,TXN00001634,USER001194,LM-KIT-009,PMS Comfort Kit,Standard,Lavender Calm,65,EU
2024-10-29,TXN00002244,USER001642,LM-MST-005,Cooling Mist Spray,Standard,Eucalyptus Fresh,26,EU
2024-10-29,TXN00002335,USER001715,LM-OIL-008,Warming Body Oil,200ml,Unscented,48,NA
2024-10-29,TXN00002483,USER001817,LM-SPF-002,SPF 50 Face Stick,50ml,Eucalyptus Fresh,28,NA
2024-10-29,TXN00002685,USER001959,LM-DEO-001,Clean Deodorant Stick,Standard,Citrus Energy,24,NA
2024-10-29,TXN00002817,USER002043,LM-JRN-011,Movement Journal,100ml,Unscented,24,NA
2024-10-29,TXN00002912,USER002107,LM-CLO-003,Cleansing Body Cloths,50ml,Unscented,18,EU
2024-10-29,TXN00002975,USER002152,LM-SOK-006,Muscle Soak Salts,Travel Size,Lavender Calm,32,NA
2024-10-29,TXN00003270,USER002362,LM-CAN-010,Ritual Grounding Candle,Travel Size,Unscented,38,EU
2024-10-29,TXN00003285,USER002369,LM-CAN-010,Ritual Grounding Candle,100ml,Citrus Energy,38,EU
2024-10-29,TXN00003395,USER002453,LM-SOK-006,Muscle Soak Salts,200ml,Unscented,32,NA
2024-10-29,TXN00003430,USER002480,LM-WSH-007,Adaptogen Body Wash,100ml,Eucalyptus Fresh,36,NA
2024-10-30,TXN00000069,USER000052,LM-KIT-009,PMS Comfort Kit,200ml,Rose Comfort,65,NA
2024-10-30,TXN00000400,USER000298,LM-CAN-010,Ritual Grounding Candle,Travel Size,Eucalyptus Fresh,38,NA
2024-10-30,TXN00000519,USER000388,LM-MST-005,Cooling Mist Spray,200ml,Citrus Energy,26,EU
2024-10-30,TXN00000855,USER000622,LM-CAN-010,Ritual Grounding Candle,Travel Size,Citrus Energy,38,EU
2024-10-30,TXN00001057,USER000773,LM-WSH-007,Adaptogen Body Wash,200ml,Rose Comfort,36,NA
2024-10-30,TXN00001089,USER000795,LM-DEO-001,Clean Deodorant Stick,50ml,Eucalyptus Fresh,24,EU
2024-10-30,TXN00001209,USER000882,LM-CLO-003,Cleansing Body Cloths,100ml,Unscented,18,NA
2024-10-30,TXN00001264,USER000925,LM-KIT-009,PMS Comfort Kit,200ml,Citrus Energy,65,EU
2024-10-30,TXN00001465,USER001068,LM-MST-005,Cooling Mist Spray,100ml,Rose Comfort,26,NA
2024-10-30,TXN00001522,USER001110,LM-SOK-006,Muscle Soak Salts,100ml,Eucalyptus Fresh,32,NA
2024-10-30,TXN00001920,USER001407,LM-CAN-010,Ritual Grounding Candle,Standard,Unscented,38,NA
2024-10-30,TXN00001963,USER001435,LM-KIT-009,PMS Comfort Kit,Travel Size,Unscented,65,NA
2024-10-30,TXN00002265,USER001656,LM-WSH-007,Adaptogen Body Wash,Standard,Eucalyptus Fresh,36,EU
2024-10-30,TXN00002310,USER001695,LM-SOK-006,Muscle Soak Salts,Travel Size,Rose Comfort,32,EU
2024-10-30,TXN00002397,USER001757,LM-OIL-008,Warming Body Oil,50ml,Citrus Energy,48,EU
2024-10-30,TXN00002404,USER001762,LM-ROL-012,Aromatherapy Roller,200ml,Eucalyptus Fresh,22,NA
2024-10-30,TXN00002504,USER001833,LM-MAG-004,Magnesium Recovery Balm,Standard,Eucalyptus Fresh,42,NA
2024-10-30,TXN00002554,USER001864,LM-CLO-003,Cleansing Body Cloths,Travel Size,Rose Comfort,18,NA
2024-10-30,TXN00002672,USER001950,LM-DEO-001,Clean Deodorant Stick,200ml,Citrus Energy,24,EU
2024-10-30,TXN00002712,USER001979,LM-KIT-009,PMS Comfort Kit,50ml,Eucalyptus Fresh,65,EU
2024-10-30,TXN00002974,USER002151,LM-SOK-006,Muscle Soak Salts,50ml,Rose Comfort,32,EU
2024-10-30,TXN00003135,USER002269,LM-DEO-001,Clean Deodorant Stick,100ml,Unscented,24,EU
2024-10-30,TXN00003229,USER002331,LM-WSH-007,Adaptogen Body Wash,Standard,Lavender Calm,36,NA
2024-10-30,TXN00003247,USER002345,LM-SPF-002,SPF 50 Face Stick,Standard,Unscented,28,NA
2024-10-30,TXN00003267,USER002360,LM-MAG-004,Magnesium Recovery Balm,50ml,Unscented,42,EU
2024-10-30,TXN00003287,USER002371,LM-KIT-009,PMS Comfort Kit,50ml,Rose Comfort,65,EU
2024-10-30,TXN00003333,USER002407,LM-CLO-003,Cleansing Body Cloths,Standard,Rose Comfort,18,EU
2024-10-30,TXN00003417,USER002471,LM-JRN-011,Movement Journal,200ml,Lavender Calm,24,EU
2024-10-31,TXN00000227,USER000169,LM-SPF-002,SPF 50 Face Stick,Travel Size,Lavender Calm,28,NA
2024-10-31,TXN00000291,USER000219,LM-SOK-006,Muscle Soak Salts,200ml,Citrus Energy,32,NA
2024-10-31,TXN00000434,USER000324,LM-DEO-001,Clean Deodorant Stick,Travel Size,Lavender Calm,24,EU
2024-10-31,TXN00001040,USER000761,LM-MAG-004,Magnesium Recovery Balm,Standard,Lavender Calm,42,NA
2024-10-31,TXN00001085,USER000793,LM-KIT-009,PMS Comfort Kit,100ml,Citrus Energy,65,NA
2024-10-31,TXN00001173,USER000857,LM-CLO-003,Cleansing Body Cloths,Travel Size,Lavender Calm,18,NA
2024-10-31,TXN00001372,USER001005,LM-KIT-009,PMS Comfort Kit,100ml,Eucalyptus Fresh,65,EU
2024-10-31,TXN00001448,USER001057,LM-OIL-008,Warming Body Oil,Travel Size,Rose Comfort,48,NA
2024-10-31,TXN00001557,USER001134,LM-OIL-008,Warming Body Oil,Standard,Rose Comfort,48,NA
2024-10-31,TXN00001564,USER001140,LM-DEO-001,Clean Deodorant Stick,50ml,Eucalyptus Fresh,24,EU
2024-10-31,TXN00001619,USER001180,LM-WSH-007,Adaptogen Body Wash,200ml,Citrus Energy,36,NA
2024-10-31,TXN00002120,USER001552,LM-OIL-008,Warming Body Oil,100ml,Lavender Calm,48,EU
2024-10-31,TXN00002124,USER001554,LM-DEO-001,Clean Deodorant Stick,100ml,Eucalyptus Fresh,24,NA
2024-10-31,TXN00002168,USER001584,LM-OIL-008,Warming Body Oil,100ml,Eucalyptus Fresh,48,EU
2024-10-31,TXN00002236,USER001636,LM-MAG-004,Magnesium Recovery Balm,100ml,Rose Comfort,42,NA
2024-10-31,TXN00002258,USER001651,LM-CLO-003,Cleansing Body Cloths,Standard,Lavender Calm,18,NA
2024-10-31,TXN00002471,USER001809,LM-MST-005,Cooling Mist Spray,Travel Size,Rose Comfort,26,EU
2024-10-31,TXN00002484,USER001818,LM-MST-005,Cooling Mist Spray,Standard,Citrus Energy,26,EU
2024-10-31,TXN00002731,USER001990,LM-SPF-002,SPF 50 Face Stick,100ml,Unscented,28,EU
2024-10-31,TXN00003011,USER002180,LM-KIT-009,PMS Comfort Kit,50ml,Citrus Energy,65,NA
2024-10-31,TXN00003059,USER002214,LM-DEO-001,Clean Deodorant Stick,100ml,Citrus Energy,24,NA
